,title,singer,id,Genre,Lyric
9394,Bai Ca Ky Niem,CHẾ KHANH & LÝ DIỆU LINH,,"Việt Nam, Nhạc Trữ Tình","Còn gì giờ đây anh 
 Sao nhớ thương đầy vơi 
 Mộng tình còn trong tim 
 Hay chết theo ngày tháng 
 Còn mãi nhớ hôm nào 
 Lời trao nhau ban đầu 
 Ai nỡ quên tình nhau 
 Đời còn gì vui hơn 
 Trong phút giây được yêu 
 Đời còn gì đau thương 
 Khi lắng nghe tình vỡ 
 Vì đã trót yêu rồi 
 Thì xin ghi đôi lời 
 Dù xa cách phương trời 
 Ôi duyên ta đành lỡ rồi 
 Thôi tâm tư cạn hết lời 
 Mộng lòng ta mang thêm 
 Nỗi sầu hận suốt đời 
 Đường khuya tôi đếm bước âm thầm 
 Một mình tôi 
 Giờ còn bài ca yêu 
 Ai viết trao ngày xưa 
 Bỏ lại mình tôi 
 Nay thương nhớ theo ngày tháng 
 Người tôi yêu đâu rồi 
 Người yêu tôi đâu rồi 
 Tình tôi đã chết rồi 
 Đời còn gì vui hơn 
 Trong phút giây được yêu 
 Đời còn gì đau thương 
 Khi lắng nghe tình vỡ 
 Vì đã trót yêu rồi 
 Thì xin ghi đôi lời 
 Dù xa cách phương trời 
 Ôi duyên ta đành lỡ rồi 
 Thôi tâm tư cạn hết lời 
 Mộng lòng ta mang thêm 
 Nỗi sầu hận suốt đời 
 Đường khuya tôi đếm bước âm thầm 
 Một mình tôi 
 Giờ còn bài ca yêu 
 Ai viết trao ngày xưa 
 Bỏ lại mình tôi 
 Nay thương nhớ theo ngày tháng 
 Người tôi yêu đâu rồi 
 Người yêu tôi đâu rồi 
 Tình tôi đã chết rồi 
 Người tôi yêu đâu rồi 
 Người yêu tôi đâu rồi 
 Tình tôi đã chết rồi 
 Người tôi yêu đâu rồi 
 Người yêu tôi đâu rồi 
 Tình tôi đã chết rồi 
 Người tôi yêu đâu rồi 
 Người yêu tôi đâu rồi 
 Tình tôi đã chết rồi"
9395,Bai Ca Ky Niem,Che Linh & Huong Lan,,"Việt Nam, Nhạc Trữ Tình","Còn gì giờ đây anh 
 Sao nhớ thương đầy vơi 
 Mộng tình còn trong tim 
 Hay chết theo ngày tháng 
 Còn mãi nhớ hôm nào 
 Lời trao nhau ban đầu 
 Ai nỡ quên tình nhau 
 Đời còn gì vui hơn 
 Trong phút giây được yêu 
 Đời còn gì đau thương 
 Khi lắng nghe tình vỡ 
 Vì đã trót yêu rồi 
 Thì xin ghi đôi lời 
 Dù xa cách phương trời 
 Ôi duyên ta đành lỡ rồi 
 Thôi tâm tư cạn hết lời 
 Mộng lòng ta mang thêm 
 Nỗi sầu hận suốt đời 
 Đường khuya tôi đếm bước âm thầm 
 Một mình tôi 
 Giờ còn bài ca yêu 
 Ai viết trao ngày xưa 
 Bỏ lại mình tôi 
 Nay thương nhớ theo ngày tháng 
 Người tôi yêu đâu rồi 
 Người yêu tôi đâu rồi 
 Tình tôi đã chết rồi 
 Đời còn gì vui hơn 
 Trong phút giây được yêu 
 Đời còn gì đau thương 
 Khi lắng nghe tình vỡ 
 Vì đã trót yêu rồi 
 Thì xin ghi đôi lời 
 Dù xa cách phương trời 
 Ôi duyên ta đành lỡ rồi 
 Thôi tâm tư cạn hết lời 
 Mộng lòng ta mang thêm 
 Nỗi sầu hận suốt đời 
 Đường khuya tôi đếm bước âm thầm 
 Một mình tôi 
 Giờ còn bài ca yêu 
 Ai viết trao ngày xưa 
 Bỏ lại mình tôi 
 Nay thương nhớ theo ngày tháng 
 Người tôi yêu đâu rồi 
 Người yêu tôi đâu rồi 
 Tình tôi đã chết rồi 
 Người tôi yêu đâu rồi 
 Người yêu tôi đâu rồi 
 Tình tôi đã chết rồi 
 Người tôi yêu đâu rồi 
 Người yêu tôi đâu rồi 
 Tình tôi đã chết rồi 
 Người tôi yêu đâu rồi 
 Người yêu tôi đâu rồi 
 Tình tôi đã chết rồi"
9396,Bai Hat Cuoi (The Last Song),Mr T & Yanbi,,Rap Việt,
9397,Bai Huong Ca Vo Tan,Che Linh & Thanh Tuyen,,,
9398,Cho Dong Remix,Khang Lê,,"Việt Nam, Nhạc Trữ Tình","Anh ơi có phải 
 Ngoài trời đang mưa 
 Anh ơi có phải 
 Trời đã sang đông 
 Mùa đông giá băng em đang chờ 
 Mùa đông ái ân em đang tìm 
 Tìm màu áo cưới cho em 
 Ô hay, mắt tình 
 Lại buồn hay sao 
 Khi ta đã nguyện 
 Một đời bên nhau 
 Dù cho nét son môi phai mờ 
 Dù cho mắt xanh kia hững hờ 
 Và dù năm tháng phôi phai 
 Ta quen biết nhau khi tàn xuân 
 Ta yêu thiết tha khi hè sang 
 Và khi thu đến 
 Em gom ánh sao 
 Cho đêm đen kết thành vương miện 
 Để mùa đông đám cưới đôi mình 
 Anh ơi xích lại 
 Thật gần bên em 
 Cho em nở một 
 Nụ cười xinh xinh 
 Từ đây những đêm trăng thanh đầy 
 Mình không lẻ loi không u sầu 
 Nguyện cầu ta mãi bên nhau 
 Ta quen biết nhau khi tàn xuân 
 Ta yêu thiết tha khi hè sang 
 Và khi thu đến 
 Em gom ánh sao 
 Cho đêm đen kết thành vương miện 
 Để mùa đông đám cưới đôi mình 
 Anh ơi xích lại 
 Thật gần bên em 
 Cho em nở một 
 Nụ cười xinh xinh 
 Từ đây những đêm trăng thanh đầy 
 Mình không lẻ loi không u sầu 
 Nguyện cầu ta mãi bên nhau 
 Từ đây những đêm trăng thanh đầy 
 Mình không lẻ loi không u sầu 
 Nguyện cầu ta mãi bên nhau"
9399,Chuyện Tình Mộng Thường Nhạc Sống,Nhạc Sống,,,
9400,Cánh Hồng Phai Remix,Phương Ý & Trần Tuấn,,"Việt Nam, Dance Việt","Nàng như một đóa...hồng phai, 
 Hương sắc héo hon theo 
 Những ngày dài. 
 Cuộc tình đi qua trong em, 
 Mang bao tiếc nuối, 
 Trái tim..... vỡ tan! 
 Nhặt lại từng cánh...rụng rơi, 
 Nàng vẫn xót xa cho 
 Chính đời mình. 
 Vì người em yêu đã nói, 
 Dung nhan tuyệt vời nhất, 
 Thế gian..... là em!!! 
 Khi em như hoa nhạt màu 
 Anh quên khi ta có nhau 
 Những phút ân ái lần đầu 
 Cho tim càng thêm nhói đau 
 Cánh hoa tàn.... (cánh hoa tàn) 
 Dưới chân nàng.... (dưới chân nàng) 
 Là cả tuổi xuân rơi 
 Theo mối tình!!! 
 Sương rơi trên cánh lụa hồng 
 Hay nước mắt em ngóng trông 
 Mong tình sẽ đến một lần 
 Bên em để thôi nhớ mong 
 Cánh hoa tàn.... (cánh hoa tàn) 
 Dưới chân nàng.... (dưới chân nàng) 
 Là cả tuổi xuân rơi 
 Theo mối tình.... 
 Nàng khóc cho mình!!! 
 Chẳng còn lại chút... 
 Hồn nhiên, 
 Ánh mắt của nàng 
 Chất chứa muộn phiền. 
 Cuộc tình đi qua trong em, 
 Mang bao tiếc nuối, 
 Trái tim..... vỡ tan! 
 Hẹn nhau nơi cuối...cuộc đời, 
 Sẽ có với nhau 
 Giây phút tuyệt vời. 
 Mà đời đâu như trong mơ, 
 Dể lại bơ vơ, nỗi đau.... 
 Mình em!!! 
 Khi em như hoa nhạt màu 
 Anh quên khi ta có nhau 
 Những phút ân ái lần đầu 
 Cho tim càng thêm nhói đau 
 Cánh hoa tàn.... (cánh hoa tàn) 
 Dưới chân nàng.... (dưới chân nàng) 
 Là cả tuổi xuân rơi 
 Theo mối tình!!! 
 Sương rơi trên cánh lụa hồng 
 Hay nước mắt em ngóng trông 
 Mong tình sẽ đến một lần 
 Bên em để thôi nhớ mong 
 Cánh hoa tàn.... (cánh hoa tàn) 
 Dưới chân nàng.... (dưới chân nàng) 
 Là cả tuổi xuân rơi 
 Theo mối tình.... 
 Nàng khóc cho mình!!! 
 Sương rơi trên cánh lụa hồng 
 Hay nước mắt em ngóng trông 
 Mong tình sẽ đến một lần 
 Bên em để thôi nhớ mong 
 Cánh hoa tàn.... (cánh hoa tàn) 
 Dưới chân nàng.... (dưới chân nàng) 
 Là cả tuổi xuân rơi 
 Theo mối tình.... 
 Nàng khóc cho mình!!!"
9401,Giọt Sương Nắng,Nam Đức Ft. Hữu Khánh,,"Việt Nam, V-Pop",
9402,Đến Cuối Cùng Lại Cô Đơn,Anh Tú Atus ft Koo,,"Việt Nam, V-Pop",
9403,Beo Dat May Troi,La Sương Sương,,Việt Nam,"Bèo dạt mây trôi chốn xa xôi 
 Em ơi anh vẫn đợi bèo dạt 
 Mây trôi chim ca tang tính tình cá lội 
 Ngẫm một tin trông 
 Hai tin đợi ba bốn tin chờ 
 Sao chẳng thấy đâu 
 Một mình trăng treo suốt đêm thâu 
 Em ơi trăng đã ngả ngang đầu 
 Thương nhớ ai 
 Sương rơi đêm sắp tàn trăng tàn 
 Cành tre đưa trước ngõ làn gió la đà 
 Em vẫn mong chờ sao chẳng thấy đâu 
 Ngày ngày ra trông chốn xa xăm 
 Em ơi anh vẫn đợi mỏi mòn 
 Ra trông sao xa tang tính tình cá vờn 
 Người đi xa có nhớ 
 Là nhớ ai ngồi trông cánh chim trời 
 Sao chẳng thấy đâu 
 Mỏi mòn đêm thâu suốt năm canh 
 Em ơi anh vẫn đợi mỏi mòn 
 Thương nhớ ai 
 Chim ơi cho nhắn một đôi lời 
 Người đi xa có nhớ 
 Là nhớ ai ngồi trông cánh chim trời 
 Sao chẳng thấy đâu 
 Người đi xa có nhớ 
 Là nhớ ai ngồi trông cánh chim trời 
 Sao chẳng thấy đâu"
9404,Betrayal,Michael Learn To Rock,,"Hoa Ngữ, Audiophile","Guò wán zhěnggè xiàtiān 
 Yōushāng bìng méiyǒu hǎo yīxiē 
 Kāichē xíngshǐ 
 Zài gōnglù wújì wúbiān 
 Yǒu líkāi zìjǐ de gǎnjué 
 Chàng bù wán yī shǒu gē 
 Píjuàn hái shèng 
 Xià hēi yǎnquān 
 Gǎnqíng de shìjiè 
 Shānghài zài suǒ nánmiǎn 
 Huánghūn zài měi 
 Zhōng yào hēiyè 
 Yīrán jìde cóng nǐ kǒuzhōng 
 Shuō chū zàijiàn jiānjué rú tiě', ""Hūn'àn zhōng yǒu zhǒng"", 'Lièrì zhuó shēn de cuòjué 
 Huánghūn dì dìpíngxiàn 
 Huà chū yījù líbié 
 Aiqíng jìnrù yǒng yè 
 Yīrán jìde cóng nǐ yǎnzhōng 
 Huáluò de lèi shāngxīn yù jué 
 Hǔnluàn zhōng yǒu zhǒng 
 Rèlèi shāoshāng de cuòjué 
 Huánghūn dì dìpíngxiàn 
 Gēduàn xìngfú xǐyuè', ""Xiāng'ài yǐjīng huànmiè"", 'Chàng bù wán yī shǒu gē 
 Píjuàn hái shèng 
 Xià hēi yǎnquān 
 Gǎnqíng de shìjiè 
 Shānghài zài suǒ nánmiǎn 
 Huánghūn zài měi 
 Zhōng yào hēiyè 
 Yīrán jìde cóng nǐ kǒuzhōng 
 Shuō chū zàijiàn jiānjué rú tiě', ""Hūn'àn zhōng yǒu zhǒng"", 'Lièrì zhuó shēn de cuòjué 
 Huánghūn dì dìpíngxiàn 
 Huà chū yījù líbié 
 Aiqíng jìnrù yǒng yè 
 Yīrán jìde cóng nǐ yǎnzhōng 
 Huáluò de lèi shāngxīn yù jué 
 Hǔnluàn zhōng yǒu zhǒng 
 Rèlèi shāoshāng de cuòjué 
 Huánghūn dì dìpíngxiàn 
 Gēduàn xìngfú xǐyuè', ""Xiāng'ài yǐjīng huànmiè"", 'Yīrán jìde cóng nǐ yǎnzhōng 
 Huáluò de lèi shāngxīn yù jué 
 Hǔnluàn zhōng yǒu zhǒng 
 Rèlèi shāoshāng de cuòjué 
 Huánghūn dì dìpíngxiàn 
 Gēduàn xìngfú xǐyuè', ""Xiāng'ài yǐjīng huànmiè"
9405,Bien,Yanbi T ft Akayz,,"Việt Nam, Nhạc Trữ Tình","Nằm nghe sóng vỗ 
 Từng lớp xa 
 Bọt tràn theo từng 
 Làn gió đưa 
 Một vầng trăng sáng 
 Với tình yêu chúng ta 
 Vượt ngàn hải lý 
 Cũng không xa 
 Biển rộng đất trời 
 Chỉ có ta 
 Thì dòng ngân hà 
 Mình cũng qua 
 Biển không biên giới 
 Như tình em với anh 
 Hơn cả những vì sao đêm 
 Trăng nhô lên cao 
 Trăng gác trên đầu núi 
 Mây xanh xanh lơ 
 Vì đắm say tình mới 
 Đến đây với em 
 Mà ngỡ trong giấc mơ 
 Mắt em âu sầu 
 Là cả một trời thơ 
 Không gian im nghe 
 Nhịp đôi tim hẹn ước 
 Mong sao tương lai 
 đường trăng ta cùng bước 
 Siết tay dắt nhau 
 Mình lánh xa thế nhân 
 Lánh xa ưu phiền 
 đắng cay trần gian 
 Đời em sẽ đẹp 
 Vì có anh 
 Ngày dài sẽ làm 
 Mình nhớ thêm 
 Biển xanh cát trắng 
 Sóng hoà nhịp ái ân 
 Không còn 
 Những chiều bâng khuâng 
 Trăng nhô lên cao 
 Trăng gác trên đầu núi 
 Mây xanh xanh lơ 
 Vì đắm say tình mới 
 Đến đây với em 
 Mà ngỡ trong giấc mơ 
 Mắt em âu sầu 
 Là cả một trời thơ 
 Không gian im nghe 
 Nhịp đôi tim hẹn ước 
 Mong sao tương lai 
 đường trăng ta cùng bước 
 Siết tay dắt nhau 
 Mình lánh xa thế nhân 
 Lánh xa ưu phiền 
 đắng cay trần gian 
 Đời em sẽ đẹp 
 Vì có anh 
 Ngày dài sẽ làm 
 Mình nhớ thêm 
 Biển xanh cát trắng 
 Sóng hoà nhịp ái ân 
 Không còn 
 Những chiều bâng khuâng 
 Biển xanh cát trắng 
 Sóng hoà nhịp ái ân 
 Không còn 
 Những chiều bâng khuâng"
9406,Chỉ Vì Anh Quá Yêu Em,The Men,,"Việt Nam, V-Pop","Xin lỗi vì anh thật sự đang say 
 Xin lỗi vì anh giờ đây rối lắm 
 Nghĩ đến phút yếu đuối em nhìn anh 
 Và mắt ướt đẫm nói anh ơi đừng đi 
 Anh biết giờ em lệ trào đôi mi 
 Anh nghĩ rằng anh thật không xứng đáng 
 Hãy hứa với chính trái tim của em 
 Vì anh không rơi nước mắt 
 Người anh yêu 
 Hãy dành những tiếng cười 
 Và hạnh phúc cho ngày sau 
 Ngày mưa qua gió thôi buồn 
 Cùng nhiều nỗi đau 
 Rồi hãy yêu một người khác anh 
 Liệu kiếp sau còn bên nhau 
 Em còn có thương anh 
 Nhiều như em vẫn từng nói 
 Sợ thời gian lấy mất những ngọt ngào 
 Từng nhớ thương, niềm vui 
 Cũng như nỗi buồn 
 Anh không thể khiến em được vui nhiều 
 Cũng chẳng thể chở che 
 Người anh yêu nhất 
 Đành buông tay 
 Kiếp sau xin được bên nhau 
 Xin lỗi vì anh thật sự đang say 
 Xin lỗi vì anh giờ đây rối lắm 
 Nghĩ đến phút yếu đuối em nhìn anh 
 Và mắt ướt đẫm nói anh ơi đừng đi 
 Anh biết giờ em lệ trào đôi mi 
 Anh nghĩ rằng anh thật không xứng đáng 
 Hãy hứa với chính trái tim của em 
 Vì anh không rơi nước mắt 
 Người anh yêu 
 Hãy dành những tiếng cười 
 Và hạnh phúc cho ngày sau 
 Ngày mưa qua gió thôi buồn 
 Cùng nhiều nỗi đau 
 Rồi hãy yêu một người khác anh 
 Liệu kiếp sau còn bên nhau 
 Em còn có thương anh 
 Nhiều như em vẫn từng nói 
 Sợ thời gian lấy mất những ngọt ngào 
 Từng nhớ thương, niềm vui 
 Cũng như nỗi buồn 
 Anh không thể khiến em được vui nhiều 
 Cũng chẳng thể chở che 
 Người anh yêu nhất 
 Đành buông tay 
 Kiếp sau xin được bên nhau 
 Lần cuối nắm chặt tay em 
 Anh chỉ ước mong sao 
 Ở đó em luôn bình yên 
 Phải thật hạnh phúc đấy nhé 
 Hãy mỉm cười với ai 
 Và quên thật nhanh nỗi buồn 
 Anh biết rằng chắc em cũng đau lòng 
 Nhưng định mệnh bắt ta 
 Phải xa nhau thôi 
 Thì người yêu ơi, mình dừng lại ở đây thôi 
 Thì người yêu ơi 
 Kiếp sau xin được bên em"
9407,Bong Dien Dien (Tan Co),Ngọc Huyền,,,
9408,Born This Way,Lady Gaga,,"Âu Mỹ, Pop","Or capital HIM 
 Just put your paws up 
 Cause you were 
 Born this way baby 
 My mama told me 
 When I was young 
 We are all born superstars 
 She rolled my hair 
 And put my lipstick on 
 In the glass of her boudoir', ""There's nothing wrong"", 'With loving who you are 
 She said cause he made you 
 Perfect babe 
 So hold your head up girl', ""And you'll go far"", 'Listen to me when I say', ""I'm beautiful in my way"", 'Cause god makes no mistakes', ""I'm on the right track baby"", 'I was born this way', ""Don't hide yourself in regret"", ""Just love yourself and you're set"", ""I'm on the right track baby"", 'I was born this way', ""Ooo there ain't no other way"", 'Baby I was born this way 
 Baby I was born this way', ""Ooo there ain't no other way"", 'Baby I was born this way', ""I'm on the right track baby"", 'I was born this way', ""Don't be a drag"", 'Just be a queen', ""Don't be a drag"", 'Just be a queen', ""Don't be a drag"", 'Just be a queen', ""Don't be"", 'Give yourself prudence 
 And love your friends 
 So we can rejoice your truth 
 In the religion of the insecure 
 I must be myself 
 Respect my youth 
 A different lover is not a sin 
 Believe capital HIM 
 Hey hey hey 
 I love my life 
 I love this record and 
 Mi Amore Vole Fe Yah', ""I'm beautiful in my way"", 'Cause god makes no mistakes', ""I'm on the right track baby"", 'I was born this way', ""Don't hide yourself in regret"", ""Just love yourself and you're set"", ""I'm on the right track baby"", 'I was born this way', ""Ooo there ain't no other way"", 'Baby I was born this way 
 Baby I was born this way', ""Ooo there ain't no other way"", 'Baby I was born this way', ""I'm on the right track baby"", 'I was born this way', ""Don't be a drag"", 'Just be a queen', ""Whether you're broke"", 'Or evergreen', ""You're black white beige"", 'Chola descent', ""You're lebanese you're orient"", ""Whether life's disabilities"", 'Left you outcast bullied or teased 
 Rejoice and love yourself today 
 Cause baby you were born this way 
 No matter gay straight or bi 
 Lesbian transgendered life', ""I'm on the right track baby"", 'I was born to survive 
 No matter black white or beige 
 Chola or orient made', ""I'm on the right track baby"", 'I was born to be brave', ""I'm beautiful in my way"", 'Cause god makes no mistakes', ""I'm on the right track baby"", 'I was born this way', ""Don't hide yourself in regret"", ""Just love yourself and you're set"", ""I'm on the right track baby"", 'I was born this way', ""Ooo there ain't no other way"", 'Baby I was born this way 
 Baby I was born this way', ""Ooo there ain't no other way"", 'Baby I was born this way', ""I'm on the right track baby"", 'I was born this way 
 I was born this way hey 
 I was born this way hey', ""I'm on the right track baby"", 'I was born this way hey 
 I was born this way hey 
 I was born this way hey', ""I'm on the right track baby"", 'I was born this way hey"
9409,Brand New Me,Alicia Keys,,"Âu Mỹ, R&B / Soul","I'm not who I was before"", 'You look surprised,', ""your words don't burn me anymore"", 'Been meaning to tell you,', ""but I guess it's clear to see"", ""Don't be mad,"", ""it's just the brand new kind of me"", ""Can't be bad,"", 'I found a brand new kind of free 
 Careful with your ego,', ""he's the one that we should blame"", 'Had to grab my heart back 
 God know something had to change', ""I thought that you'd be happy"", 'I found the one thing I need, 
 why you mad', ""It's just the brand new kind of me"", ""Can't be bad,"", 'I found a brand new kind of free 
 ooo 
 It took a long long time to 
 get here 
 It took a brave, brave girl 
 to try 
 It took one too many excuses, 
 one too many lies', ""Don't be surprised,"", ""don't be surprised"", 'If I talk a little louder', ""If I speak up when you're wrong"", 'If I walk a little taller', ""I'd be known to you too long"", ""If you noticed that I'm different"", ""Don't take it personally"", ""Don't be mad,"", ""it's just the brand new kind of me"", 'Oh, it took a long long road to 
 get here 
 It took a brave brave girl 
 to try', ""I've taken one too many excuses,"", 'one too many lies', ""Don't be surprised,"", 'oh see you look surprised 
 Hey, if you were a friend, 
 you want to get know me again 
 If you were worth a while', ""You'd be happy to see me smile"", ""I'm not expecting sorry"", ""I'm too busy finding myself"", 'I got this 
 I found me, I found me, yeah', ""I don't need your opinion"", ""I'm not waiting for your ok"", ""I'll never be perfect,"", ""but at least now i'm brave"", 'Now, my heart is open 
 And I can finally breathe', ""Don't be mad,"", ""it's just the brand new kind of free"", ""That ain't bad,"", 'I found a brand new kind of me', ""Don't be mad,"", ""it's a brand new"", 'time for me, 
 john jilidsatu"
9410,Brave,Glee,,"Nhật Bản, Pop / Ballad",
9411,Breath,Lil Knight & Phương Anh,,"Âu Mỹ, Pop","If our love was a fairy tale 
 I would charge in and rescue you 
 On a yacht baby we would sail 
 To an island where we’d say I do 
 And if we had babies they 
 would look like you 
 It’d be so beautiful if that came true 
 You don’t even know how very 
 special you are 
 You leave me breathless 
 You’re everything good in my life 
 You leave me breathless 
 I still can’t believe that you’re mine 
 You just walked out of one of my dreams 
 So beautiful you’re leaving me 
 Breathless 
 And if our love was a story book 
 We would meet on the very first page 
 The last chapter would be about 
 How I’m thankful for the life we’ve made 
 And if we had babies they 
 would have your eyes 
 I would fall deeper watching you give life 
 You don’t even know how very 
 special you are 
 You leave me breathless 
 You’re everything good in my life 
 You leave me breathless 
 I still can’t believe that you’re mine 
 You just walked out of one of my dreams 
 So beautiful you’re leaving me 
 You must have been sent 
 from heaven to earth 
 to change me 
 You’re like an angel 
 The thing that I feel is stronger 
 than love believe me 
 You’re something special 
 I only hope that I’ll one day deserve 
 what you’ve given me 
 But all I can do is try 
 Every day of my life 
 You leave me breathless 
 You’re everything good in my life 
 You leave me breathless 
 I still can’t believe that you’re mine 
 You just walked out of one 
 of my dreams 
 So beautiful you’re leaving me 
 You leave me breathless 
 Breathless 
 You’re everything good in my life 
 You leave me breathless 
 I still can’t believe that you’re mine 
 You just walked out of one 
 of my dreams 
 So beautiful you’re leaving me 
 Breathless 
 Breathless"
9412,Breathe,Michelle Branch,,"Hàn Quốc, R&B","Sumeul keuge swieobwayo 
 Dangsinui gaseum yangjjogi jeorige 
 Jogeumeun apaol ttaekkaji 
 Sumeul deo baeteobwayo 
 Dangsinui ane nameun ge eoptdago 
 Neukkyeojil ttaekkaji 
 Sumi beokchaollado 
 Gwaenchanhayo 
 Amudo geudael tathajin anha 
 Gakkeumeun silsuhaedo dwae 
 Nugudeun geuraesseunikka 
 Gwaenchanhdaneun mal 
 Malppunin wirojiman 
 Nugungaui hansum 
 Geu mugeoun sumeul 
 Naega eotteohge 
 Hearil suga isseulkkayo 
 Dangsinui hansum 
 Geu gipil ihaehal sun eoptgettjiman 
 Gwaenchanhayo 
 Naega anajulgeyo 
 Sumi beokchaollado 
 Gwaenchanhayo 
 Amudo geudael tathajin anha 
 Gakkeumeun silsuhaedo dwae 
 Nugudeun geuraesseunikka 
 Gwaenchanhdaneun mal 
 Malppunin wirojiman 
 Nugungaui hansum 
 Geu mugeoun sumeul 
 Naega eotteohge 
 Hearil suga isseulkkayo 
 Dangsinui hansum 
 Geu gipil ihaehal sun eoptgettjiman 
 Gwaenchanhayo 
 Naega anajulgeyo 
 Namdeul nunen him ppajineun 
 Hansumeuro boiljin mollado 
 Naneun algo ittjyo 
 Jageun hansum naebaetgido 
 Eoryeoun 
 Harureul bonaettdan geol 
 Ije dareun saenggageun mayo 
 Gipi sumeul swieobwayo 
 Geudaero naebaeteoyo 
 Nugungaui hansum 
 Geu mugeoun sumeul 
 Naega eotteohge 
 Hearil suga isseulkkayo 
 Dangsinui hansum 
 Geu gipil ihaehal sun eopsgettjiman 
 Gwaenchanhayo 
 Naega anajulgeyo 
 Jeongmal sugohaesseoyo"
9413,Breathless,The Corrs,,"Âu Mỹ, Pop","If our love was a fairy tale 
 I would charge in and rescue you 
 On a yacht baby we would sail 
 To an island where we’d say I do 
 And if we had babies they 
 would look like you 
 It’d be so beautiful if that came true 
 You don’t even know how very 
 special you are 
 You leave me breathless 
 You’re everything good in my life 
 You leave me breathless 
 I still can’t believe that you’re mine 
 You just walked out of one of my dreams 
 So beautiful you’re leaving me 
 Breathless 
 And if our love was a story book 
 We would meet on the very first page 
 The last chapter would be about 
 How I’m thankful for the life we’ve made 
 And if we had babies they 
 would have your eyes 
 I would fall deeper watching you give life 
 You don’t even know how very 
 special you are 
 You leave me breathless 
 You’re everything good in my life 
 You leave me breathless 
 I still can’t believe that you’re mine 
 You just walked out of one of my dreams 
 So beautiful you’re leaving me 
 You must have been sent 
 from heaven to earth 
 to change me 
 You’re like an angel 
 The thing that I feel is stronger 
 than love believe me 
 You’re something special 
 I only hope that I’ll one day deserve 
 what you’ve given me 
 But all I can do is try 
 Every day of my life 
 You leave me breathless 
 You’re everything good in my life 
 You leave me breathless 
 I still can’t believe that you’re mine 
 You just walked out of one 
 of my dreams 
 So beautiful you’re leaving me 
 You leave me breathless 
 Breathless 
 You’re everything good in my life 
 You leave me breathless 
 I still can’t believe that you’re mine 
 You just walked out of one 
 of my dreams 
 So beautiful you’re leaving me 
 Breathless 
 Breathless"
9414,Bressanone,Mathew Liew,,,
9415,Buoc Tinh Hong,Thanh Mai,,"Nhạc Trữ Tình, Việt Nam","Này đây bước chân 
 Xin tìm đến người 
 Này đây cánh tay 
 Xin chào đón người 
 Này đây cỏ cây 
 Xanh gợi ý tình 
 Này đây gió mây 
 Nghe hồn tái sinh 
 Này đây cánh hoa 
 Xin dâng đến người 
 Đời như nở hoa 
 Trong vạn tiếng cười 
 Ầm vang suối reo 
 Như dậy núi rừng 
 Bầy chim hót ca 
 Theo từng bước chân 
 Này hỡi trái chín 
 Thơm ngọt quá 
 Này hỡi những đóa hoa rợp lá 
 Này hỡi suối mát 
 Chim rừng ca 
 Hãy lắng nghe tình ta 
 Yêu nhau không rời xa 
 Từ đây có nhau 
 Trên vạn nẻo đời 
 Cầm tay dắt nhau 
 đi trọn kiếp người 
 Và ta sẻ chia 
 Yêu thương khắp trời 
 Tình yêu chúng ta 
 Lan rộng khắp nơi 
 Này đây bước chân 
 Xin tìm đến người 
 Này đây cánh tay 
 Xin chào đón người 
 Này đây cỏ cây 
 Xanh gợi ý tình 
 Này đây gió mây 
 Nghe hồn tái sinh 
 Này đây cánh hoa 
 Xin dâng đến người 
 Đời như nở hoa 
 Trong vạn tiếng cười 
 Ầm vang suối reo 
 Như dậy núi rừng 
 Bầy chim hót ca 
 Theo từng bước chân 
 Này hỡi trái chín 
 Thơm ngọt quá 
 Này hỡi những đóa hoa rợp lá 
 Này hỡi suối mát 
 Chim rừng ca 
 Hãy lắng nghe tình ta 
 Yêu nhau không rời xa 
 Từ đây có nhau 
 Trên vạn nẻo đời 
 Cầm tay dắt nhau 
 đi trọn kiếp người 
 Và ta sẻ chia 
 Yêu thương khắp trời 
 Tình yêu chúng ta 
 Lan rộng khắp nơi 
 Này hỡi trái chín 
 Thơm ngọt quá 
 Này hỡi những đóa hoa rợp lá 
 Này hỡi suối mát 
 Chim rừng ca 
 Hãy lắng nghe tình ta 
 Yêu nhau không rời xa 
 Từ đây có nhau 
 Trên vạn nẻo đời 
 Cầm tay dắt nhau 
 đi trọn kiếp người 
 Và ta sẻ chia 
 Yêu thương khắp trời 
 Tình yêu chúng ta 
 Lan rộng khắp nơi"
9416,Buon (Tan Co),Vũ Linh,,,
